g26625.t1,g11586.t1,g09644.t1,g12727.t1,g02534.t1,g04535.t1,g04140.t1,g08057.t1,g05800.t1,g00176.t1,g09640.t1,g25191.t1,g24068.t1,g28191.t1,g26744.t1,g10575.t1,g24494.t1,g15637.t1,g00040.t1,g09578.t1,g06110.t1,g27591.t1,g20180.t1,g13837.t1,g02768.t1,g01295.t1,g14800.t1,g17747.t1,g12577.t1,g00544.t1,g20285.t1,g13729.t2,g13219.t1,g14024.t1,g01420.t1,g12092.t1,g07896.t1,g12435.t1,g26986.t1,g11301.t1,g00185.t1,g01894.t1,g09395.t1,g24791.t1,g00433.t1,g31878.t1,g01821.t2,g22150.t1,g30013.t1,g21406.t1,g25562.t1,g07814.t1,g20769.t1,g04160.t1,g19424.t1,g05449.t1,g01568.t1,g06524.t1,g04097.t1,g31810.t1,g02261.t1,g12234.t1,g16413.t1,g09580.t1,g27715.t1,g00106.t1,g08289.t1,g22784.t1,g08382.t1,g25131.t1,g09263.t1,g07850.t1,g15105.t1,g26223.t1,g23240.t1,g17334.t1,g06097.t1,g11469.t1,g22594.t1,g09907.t1,g25001.t1,g25278.t1,g03704.t1,g12819.t1,g14737.t1,g11392.t2,g19238.t1,g20998.t1,g29545.t1,g09573.t1,g22894.t1,g06087.t1,g06095.t1,g12212.t1,g08772.t1,g19013.t1,g08282.t1,g04975.t1,g00174.t1,g22676.t1,g12204.t1,g21238.t1,g16858.t1,g10811.t1,g05409.t1,g16123.t1,g08861.t1,g12940.t1,g21668.t1,g16075.t1,g20996.t1,g16005.t1,g00474.t1,g29311.t1,g09000.t1,g19214.t1,g23239.t1,g13884.t1,g09535.t1,g08244.t1,g13773.t1,g16221.t1,g20455.t1,g01067.t2,g03824.t1,g26456.t1,g23976.t2,g14798.t1,g10174.t1,g25280.t1,g11275.t1,g27475.t1,g02975.t1,g05319.t1,g01769.t1,g29105.t1,g05941.t1,g03583.t1,g16539.t1,g23361.t1,g20515.t1,g15332.t1,g25274.t1,g14208.t1,g07271.t1,g30003.t1,g25127.t1,g26534.t1,g10643.t1,g16309.t1,g02581.t1,g00205.t1,g22663.t1,g21788.t1,g27903.t1,g24165.t1,g04035.t1,g00764.t1,g14019.t1,g17621.t1,g12778.t1,g15410.t1,g01810.t1,g16150.t1,g20046.t1,g02985.t1,g01899.t1,g26480.t1,g01798.t1,g01048.t1,g14751.t1,g06092.t1,g05025.t1,g04159.t1,g19077.t1,g09482.t1,g06105.t1,g04791.t1,g13391.t1,g13696.t1,g25995.t1,g04667.t1,g19914.t1,g03674.t1,g12811.t1,g17394.t1,g02355.t1,g30838.t1,g19421.t2,g02937.t1,g14655.t1,g15840.t1,g02248.t1,g10941.t1,g20557.t1,g01167.t1,g16159.t1,g22161.t1,g13712.t1,g22070.t1,g03802.t1,g09437.t1,g12674.t1,g17062.t1,hour
135,1.027452568,3.852357986,6.674984862,2.841761058,1.955051547,3.526059907,5.122858241,0,5.786209219,6.003233637,7.677410999,1.351194264,1.054958295,2.9083786,1.608828071,0.976367937,3.868624543,2.654327652,2.838533631,1.685420732,2.869086522,6.669776992,3.75392368,7.312340802,2.259759242,0.079074444,4.470437275,8.256895045,3.332374375,0,0.094196882,8.589561605,2.022321484,3.587716022,5.818161856,2.659624105,3.745894011,8.018216893,6.665142047,5.032092016,5.709766157,5.322450847,3.462059164,5.31353912,4.484303961,3.652718058,2.102586972,1.655061877,2.252834987,3.113262441,1.485637013,1.437578779,4.415244828,2.56835297,7.418308184,3.93585553,4.600941137,0,6.688039589,0.079074444,0.715359558,2.538933436,1.810286485,5.699315852,3.451228283,7.927070127,3.529290495,5.356009666,1.246679593,5.500560652,6.819035726,7.635008753,3.090196213,5.673032311,3.332201393,7.911384957,3.586624021,5.592406456,8.15038644,3.778013637,5.736794122,6.22113569,0,7.44437349,1.864495379,5.568948408,1.120169927,2.360501751,1.660579954,3.913255823,5.438794532,0,4.72592055,8.780936927,1.327824594,0,8.536650761,7.155644634,9.831294892,2.075072878,4.214016923,4.735441006,6.743134018,5.077484174,5.275783639,10.0586356,2.740097142,6.974534148,7.145615795,3.787492298,8.957146056,5.131007845,6.588458735,7.185218198,7.04287792,2.032581644,3.04475521,2.597373849,6.269923556,1.21789362,6.025123405,5.919256515,7.652038043,4.627342202,7.541926913,4.664371107,9.676675999,4.989370117,3.496876024,6.911812908,6.391811202,2.306047242,5.509403507,5.828504513,4.128025976,2.400009079,4.11793958,6.434284456,4.105452811,6.167504486,2.936767427,3.075778712,7.447669771,6.985441809,1.067274331,4.7056486,1.544448515,5.402096258,5.69168425,7.978039837,5.763007611,4.480510361,6.503988465,0.911574274,4.966142989,7.911041892,7.008796119,1.213457615,4.000859351,9.553451191,8.919579209,7.022195236,2.011273475,5.740080527,4.091504619,5.270629881,1.495268616,7.852855019,3.805119704,1.16668246,4.372478134,9.601379288,10.23794874,3.166882872,8.742355637,1.15681603,1.692811424,2.276459654,3.815576058,4.207028505,2.238149549,10.09569703,4.556390527,1.095591208,8.278415591,6.979684113,6.926572828,5.216237835,3.710445191,8.434698916,2.6672553,4.685250612,8.446679649,5.321786295,1.143253429,2.055583258,6.752879227,0.084340922,5.844239213,7.23412483,6.26266602,6.368276567,8.371267895,6.530411396,12
136,1.08005099,1.373469281,2.803927357,4.466802618,0,2.436279635,0.842095773,0,4.238253985,5.566188257,4.688039457,0,0,2.61185291,0,0.808259922,1.440083829,0,0,1.551758638,0,7.010472984,1.028616651,4.6113217,0,0.820607794,6.412403791,6.10653183,7.235204778,3.842445066,1.159698741,8.714927405,1.114959096,5.100923018,4.666928559,0.981005177,4.148088183,7.182022503,3.196016317,0,2.784396905,0,0,6.755107821,4.678025103,4.452824359,0.268291563,3.963837206,1.106505542,0.896460507,2.673244144,3.17691365,6.247457933,5.191696305,5.300022774,1.725762918,6.061704556,0,5.48952346,1.750122457,0,0,1.736947353,2.52717333,1.270807514,6.709311353,0.10057932,4.162405856,2.246819769,1.352239024,4.436834359,5.359561192,5.720773784,1.792539,0.993272421,9.086535032,1.306608038,5.315911385,7.356613094,4.664150541,7.916020962,0.921254916,1.030317698,7.36162669,3.520629236,2.099001235,2.950438298,2.981547357,4.229326774,2.454840844,4.37448605,3.495359156,1.541959071,7.516534455,2.772406862,0,7.919934416,6.488382106,9.473461695,2.320514801,1.688012657,1.579575197,6.477741477,7.518716743,1.596453087,8.449523113,0.993272421,7.088407864,4.800483463,7.239762017,7.564521564,1.651241683,2.82797514,5.936644399,5.77450008,0.10057932,1.612877826,3.262629333,7.356288538,1.097064604,6.440003409,3.907598771,7.103328346,5.34792311,7.893056814,0,11.44950877,7.909055033,1.107976896,6.342595638,3.6516813,4.747236918,2.60644399,6.47248345,0,2.441589569,4.324406224,4.250375787,2.090078582,5.071442685,1.396078112,2.336297779,4.93591497,2.800435919,1.029278908,3.958176395,1.062194909,2.824490123,5.235908776,6.733275297,2.082813207,2.67965044,6.320320924,0,2.964618698,7.564562466,3.921553324,0.152238809,5.678537997,8.466558966,9.799899383,3.807604458,0,2.47964849,0,1.215583572,2.44583265,8.15804356,4.871062389,3.358549507,2.331817481,8.525424228,10.58094435,5.0800434,8.089449428,6.378297998,0,0,7.137972015,1.510929432,2.525647495,10.32628334,1.588943122,1.712886182,5.366625234,5.344857036,4.06212044,4.330737621,2.010326929,6.595694368,4.37877331,2.609793498,7.667191913,3.575425943,1.473473901,1.004090816,4.646460126,1.438992863,4.794823208,4.212908856,4.579270988,3.914413283,8.156530153,5.767928925,14
137,4.47428776,0.084392038,0.91723706,7.176968778,2.816556257,0.689848409,1.247975894,0,3.156613882,3.895457238,3.536730495,2.368233059,2.460669224,2.962902231,2.035271382,5.122484139,2.501429418,1.146803904,1.076581174,2.021924571,0,5.703569428,0,4.074585084,1.729917457,2.763446669,6.682852922,3.675794101,6.052421072,5.41539346,2.081158441,7.950809177,5.506256324,3.995940512,5.014112625,5.044731699,3.428161388,5.257123988,3.221664016,0,4.116079496,0,0.626220747,4.152312779,6.17333181,7.032720282,0.766829604,5.83342739,5.441441025,3.098262984,4.778359451,3.205198638,8.904315565,7.046162488,6.337730202,6.133116762,2.72184601,0.303239431,4.284691541,6.071148396,0.237889736,1.64153638,2.118542449,5.888566822,1.139346716,3.495826219,0.67217334,3.062630053,5.470495536,2.44570556,4.332226514,3.758345812,5.544536936,2.902066785,0.993010949,7.682211357,0,1.416246726,5.841397351,6.723447778,7.426674113,2.720490699,3.326472485,5.525627547,8.244352242,0.625824883,0.557454433,2.977815452,5.805729678,1.888788877,5.629166642,3.165162457,1.427050313,6.426979546,1.792411031,0.377154519,7.568373594,6.65690982,8.125991218,5.028985769,2.898558325,2.136487254,5.927786651,7.992089208,2.52087583,4.725892176,0.560905489,5.125781539,4.280269729,7.59781471,6.243888256,1.568697685,1.879774588,7.311912803,5.796402255,0.182147106,1.893639516,2.754373213,5.500250997,1.590884196,4.779259286,2.772952418,5.882536015,5.485208208,8.663936132,1.678900246,11.52425278,8.174618991,3.291964213,3.930765799,5.161189254,4.420607236,1.157442822,5.349526581,0,0.404676066,5.633449294,2.72603378,3.399778886,6.139170918,2.578540218,3.752765934,4.139655372,4.440628708,4.603128455,7.246635657,3.508344249,4.477907629,6.775977388,5.056216311,4.49727091,5.261569173,5.674509046,3.600270768,3.322695228,8.50881318,4.554757209,1.590585429,4.683837964,7.394982418,10.37472248,7.177353093,3.370921365,2.778390004,1.184360546,4.672763629,5.122339201,6.959831938,7.664996285,4.77521639,1.411882543,6.098948269,10.42659317,6.143009178,7.317824136,5.014722746,1.207775269,4.740333427,6.316423018,3.159740764,5.823764229,10.67332645,3.511753024,1.814246164,6.13479373,6.447302902,4.704231788,3.113140023,4.102014559,4.664759213,5.457063808,3.425269504,7.090260534,6.641043571,2.998415743,5.028358712,3.868680154,4.633917041,7.31775748,4.389666416,5.224069663,4.399245172,8.480233961,5.287610458,16
138,4.7528684,0,0,4.490630058,2.045628312,0.827779719,0.289436145,0,1.900786978,2.64251555,2.31495047,1.926956441,2.84453111,0.447918852,2.485571249,4.296839953,2.073873484,0.492226074,1.686623062,0.478635211,0,4.09771709,0,2.038747226,0.580555719,2.216379207,3.182361668,0.949937044,4.319929818,3.431610931,1.498865563,5.005060478,6.035894147,3.465426785,3.605043379,4.742099629,2.008789399,3.317197383,3.251737974,0.289436145,3.204452102,0,0.742482752,0.596148138,4.027471963,5.069384013,0.772195198,3.352640651,5.049016087,2.101356572,2.098417449,0.838793793,6.665378943,3.233794471,4.473856435,2.862361279,0.743664069,0.152851062,4.839446127,4.258589647,0,0.71859824,1.149543695,2.282964323,0.514706667,1.325606463,0.780016332,3.316445877,3.582771367,1.138530219,2.91909196,4.667071483,1.542957219,1.822890917,1.89031372,3.873588667,0.92623638,1.496321032,3.14609976,3.826416421,5.021975024,1.507167747,2.30785148,6.390644257,6.924044131,0.152851062,0,1.13814462,2.812125869,1.853348344,3.731193609,0.871404176,0.096777457,2.769376327,1.410245304,0,3.923002437,4.804543922,5.198140908,3.072853723,1.103244612,1.028422163,4.447769816,5.822125755,1.694671825,4.001831067,2.223456062,2.140931006,2.982843882,4.956672418,4.378832651,1.737151678,0.829458923,4.754137677,2.964766806,1.758577959,0.343765624,0.987739153,3.730139196,0.94241331,4.149240658,1.84677045,3.958742214,2.314352259,5.928698479,1.984245633,7.664175773,5.364794592,2.166821623,2.32795318,4.070756289,3.019333149,2.127670635,3.048301363,0,1.115368151,3.717993753,3.205369069,3.156786434,4.566068945,3.541359861,1.581163191,3.752844273,3.138354034,3.967778067,4.228270894,2.373644148,4.037705062,3.569644276,3.195389194,2.768312719,2.715621199,3.493392062,2.247568646,2.437856034,5.41040683,4.54135269,2.042131213,3.073309861,4.878623262,7.121953227,5.557010825,3.277465573,2.075098783,0,3.366592641,4.532398569,5.103070131,5.36164809,3.873884761,6.73805931,5.126511597,6.926866297,2.391196042,4.337080226,2.361066833,1.753079003,3.811485918,4.413056205,1.236843808,3.996314538,10.41823091,2.695719517,1.960711281,6.103433484,4.220129212,3.656439857,1.803290222,2.879248757,4.181998813,3.774621275,3.214204193,5.088307053,4.575421122,1.634147024,3.802005763,3.129488129,3.951632456,6.417063584,2.692414004,3.928560559,1.645161065,5.354235992,3.9768953,18
139,6.761873459,0.042394936,1.73432837,4.393908411,1.864698376,0.459744791,1.87999501,0,0.476209576,1.981310654,2.521790933,2.877916878,3.719325718,0,2.723505233,5.815758531,3.736798161,0,1.797916625,0,0,3.350442287,0,3.313458351,0.39123936,3.645686642,4.220321425,2.367102566,4.582278691,4.264254464,1.455306468,3.57024226,7.187094939,0.620675728,2.671494745,6.752155175,0,0.902559044,3.619479792,0,4.094260978,0,0.118325326,2.847318138,5.248307422,6.945151051,2.008716026,3.863578799,6.7246143,1.938593148,2.778064177,2.182856946,8.145696405,4.744161696,1.969289978,1.668256924,0.53815811,0.36436328,5.256971715,3.771854603,0.3765505,0.07593039,2.752853019,3.715931423,2.635079643,1.84688764,1.426397652,3.512270845,5.423560216,1.928898598,2.194514847,6.045538259,1.950167936,1.29725525,1.940874248,3.982206733,1.487405352,2.328512708,1.738292528,4.744704601,5.694277275,1.140792644,4.570136465,1.339289882,9.696825919,0.522810558,0.424571789,2.582477685,2.929607508,1.725526123,0.959161769,2.35871079,0.821569833,2.909661789,2.37948785,1.512057347,5.136752272,4.500696171,6.265591343,3.06189321,3.457824252,2.409819664,4.379790082,7.019835871,2.888410792,4.022927439,0,5.073940539,3.475531729,6.640310614,5.56114432,1.380241384,2.672336447,5.872796488,4.134673735,2.651246891,3.211246801,0.609961892,4.833972856,0,5.503544428,3.031560168,4.255408451,4.159853307,6.402737248,3.805448228,9.854929221,7.032360977,2.228916569,2.95931111,4.632590705,4.193599688,4.223858426,1.944664632,0,2.219854108,3.25289814,2.163252124,3.632592628,5.537226737,2.890448987,1.625204361,4.121386565,3.647358269,5.693592911,5.529260358,6.343329986,3.537161899,5.64424211,4.887718129,4.353667324,3.862189043,4.785934014,4.048448711,2.493982297,7.142421238,5.850128746,2.567703962,2.514252242,7.242055434,8.806665915,5.659895586,5.65201151,1.195145588,1.896068672,3.709552474,6.307545211,5.465070448,6.071478611,5.228507081,4.426328366,6.1079729,8.763389089,5.642036468,2.585812698,4.359056401,3.103231291,5.733927148,5.747591671,2.748824898,6.413278452,9.206979293,5.105640044,2.613159488,7.918690156,3.984484992,5.153324837,2.617612797,4.276471136,4.52120718,4.923638213,3.440047499,5.794027706,6.385638699,3.636279849,5.461509521,5.039099546,5.006807829,8.17197043,4.977570192,4.584828862,4.197270654,6.821211909,4.325600431,20
140,7.164398817,0,0,3.051952536,3.516844025,1.073957658,0.832571251,0,0.685461434,5.472466731,4.30379178,2.336706389,3.530431869,0.881816926,2.954163599,5.34671584,3.478320556,1.054743805,4.413347423,0.255308099,0,2.269743239,0,2.55664424,1.20465245,2.312491823,3.268746487,3.251520331,5.451066552,3.972953524,2.284285971,2.15046096,8.309199802,0.06260034,4.886996042,5.935225401,1.885429257,2.018976626,5.789613374,2.041057104,5.981265125,0,0,0.830688724,4.406091322,6.318199769,2.254091742,2.690080746,7.12840631,2.315284348,3.194221612,1.516653342,5.700091501,1.268366679,2.87058001,1.092288812,0,1.564416414,6.460747622,1.790364655,0.733101765,0,4.617303451,3.329191174,3.783460412,4.115985145,2.476807899,4.276030328,4.593498609,1.738006216,1.700806164,7.313612942,1.987237257,3.393936072,3.288737071,4.100253912,1.271690666,2.694693738,3.763587018,3.740702341,4.636938204,1.098132198,4.543930823,3.23050875,9.488306149,1.563274078,2.189866393,3.187758733,2.078369496,3.782815495,2.604518798,2.339919949,2.925714009,1.410631625,3.007630783,1.253401437,5.441484062,5.250900188,6.943576548,3.80975232,3.750598453,1.943335773,2.876835887,6.780472755,3.430410156,4.739725237,0.626271777,4.311798093,6.340602612,6.268427586,6.290163831,1.609921127,4.577930237,5.213203276,4.360148902,3.8660987,3.581645359,0.800674855,4.716634201,0.799142827,4.517462253,2.805556159,3.685322787,3.799541815,4.956662522,4.531700506,8.239362066,5.663680712,2.784162981,2.793289326,4.792439728,3.797711096,4.620413046,1.958170347,0,2.253769251,3.692413424,3.077681515,3.862549099,5.655385565,4.290472767,2.931301355,5.238804546,5.407945924,5.295917968,5.576105177,5.169240012,5.74532011,4.983231179,5.80941087,3.817193763,4.811815851,5.417889645,5.370106749,2.491580253,6.596958,6.727523383,3.221742874,1.750371818,8.134123922,8.491871921,4.289950995,5.148161108,2.559218962,0.903162681,3.192901405,6.852742631,6.621443921,6.216237161,6.185262117,5.510042932,6.564153889,8.758686378,4.754508645,5.327503619,3.424434482,4.489871032,5.283550093,4.108590954,4.008680281,6.468468178,7.644824102,6.111203455,3.031447987,8.801298502,2.623833206,5.201298168,4.717004306,4.62327068,6.018902661,4.792000994,5.411936585,6.130754187,5.598909497,4.249750842,6.061404838,5.454126122,5.032405281,8.575880071,5.890474343,4.547318563,4.929775946,6.335449514,5.277868828,22
141,8.389788218,0,0.046323557,0.565964103,6.19117599,1.977591475,4.863031592,0,0.578631822,5.617305594,7.117280793,1.597896591,5.353347867,0.293950204,4.879081499,5.579248799,6.093933051,0,6.191586482,0.513462328,0,3.870431249,0,5.078885661,3.65015445,1.51544357,0.536518876,1.312715155,3.586977334,3.083711614,4.476880927,1.501074959,9.230052747,1.640709947,3.323949739,5.223361496,2.164990176,2.849292904,7.371625053,2.814684772,6.694190698,0.791894298,0.873520248,1.277503824,3.800087522,5.74582998,6.554790264,1.513343641,8.33089486,0.848800419,1.650427551,0.717250251,5.34178535,1.592241671,0.568555543,1.680605223,2.828291832,1.401526075,6.787196518,2.483943244,0.625178888,0.893778157,4.489149001,4.433849654,5.230129887,3.539409207,1.129868486,5.527621521,4.853685696,3.300512321,3.812543388,8.976427378,1.291179364,4.935062342,3.615341835,4.271716927,3.791454612,5.034631926,3.563245236,3.188245848,4.63257498,3.113242067,3.556538669,4.309790666,9.733252801,2.238567381,1.064264672,3.748795812,3.248603787,4.551734444,3.037574039,1.162307928,2.349293961,2.00449933,3.87223301,2.782753179,3.337357888,4.971027994,7.167232581,2.622029914,3.349061453,1.852017147,3.105614312,6.007947791,4.023520816,6.133915956,3.634522707,4.198298744,6.514842148,5.659769209,6.366731512,2.336248281,4.453058564,4.950914825,3.038822127,5.011284418,5.2725893,1.70452055,4.089399171,0.462392548,2.864906941,5.063452438,5.444127471,3.276721635,5.447783124,4.793062639,7.957309364,4.379489983,4.594649242,4.629022103,7.314719825,3.146572435,6.763174257,2.510979738,1.861100556,3.513705526,1.996695649,1.723709913,6.113410063,4.980952786,5.177887706,1.98676448,5.86752575,6.647706009,5.639708842,4.182642717,5.10169632,6.67066898,3.824775533,6.292387558,5.37350516,3.02663478,5.280348451,6.247078436,4.197770314,5.876743942,7.199367896,2.882164253,2.103859382,8.833914743,7.548568083,5.481041228,5.540383988,3.889592234,2.642471253,3.31164664,6.604690135,5.472783014,5.583397856,6.637575648,6.256371355,6.051614333,7.939014236,2.776867718,5.222762068,3.991239619,4.2412873,6.013604547,4.699429521,4.841430365,4.547207997,7.841826373,6.37657638,3.463328939,9.472820547,3.235994573,5.635673127,4.553253117,5.632857484,6.81833958,5.370989162,5.255047331,6.602429693,5.245265737,4.542260916,5.980599464,6.213492005,5.920997728,9.232452134,6.18076812,5.651489541,4.714542593,6.082591005,5.946760228,0
142,6.187182004,0,0.587445708,0.909064627,6.211824579,0.725262459,6.271619737,0.60239062,1.994367414,5.283783049,6.859549908,3.003633791,3.642611235,2.329169023,4.998867594,4.345881111,6.098118588,1.85453255,5.823657234,0,2.045154071,1.714383226,2.025306657,3.811749842,2.877572494,1.246296294,0.403854172,0.129334842,2.917502148,0.38906557,4.596701306,3.204172095,7.837576303,3.034612487,0.465994835,3.14640271,4.064837537,1.08395363,6.262989622,2.510630825,6.38501564,0.745509306,2.201113772,0,2.537901626,3.916885616,6.786078048,0.179953516,6.578225881,1.353351028,1.017116315,0,4.602152611,0.460782813,1.349007711,0.501910501,2.920954699,2.954068459,5.825497405,0.397939348,1.871472651,2.731788585,3.796237013,5.546191035,3.862974858,5.039443717,2.59447993,4.520927689,2.709094668,3.881462057,4.152181067,10.54675069,1.104882084,5.500697236,3.469138222,3.666550886,3.976045821,4.824806662,0.921235877,2.111472813,2.242443713,3.705264127,2.6348427,5.032503488,7.102290095,2.17605762,0.501910501,4.196746976,0,5.033980949,3.186130725,0.800210443,3.545632824,2.25438561,3.640118464,5.075506352,3.699804725,2.407954032,6.124808998,0.263848018,4.381434667,1.973112722,4.191195106,4.345687227,3.008862181,5.404450172,2.971723051,2.142653407,5.625297819,6.895164838,5.312158175,2.322894669,4.052326469,3.146005253,2.447865842,4.334513336,4.492972106,2.367484393,3.524675904,2.538019373,1.19541997,4.742049142,3.047176618,2.450393718,5.972900626,4.608873461,5.063903878,3.249413935,4.980966655,4.784430776,6.056672011,1.222542763,6.027460997,1.038140998,2.585715223,3.658363229,1.34785556,2.805203904,3.528570496,2.792693874,4.669087261,2.429007042,4.979352917,5.99562119,4.69952405,3.023600362,4.89848727,5.054616852,1.982912322,5.658063747,4.530926856,3.420122012,3.159735168,4.758589937,2.481268055,4.563061861,6.092163036,2.483099684,0.914383331,7.320275925,5.148994205,5.395583878,4.217054112,3.426178149,3.49202878,3.688680669,5.217979665,4.103344556,3.64235243,5.512936506,5.230710936,4.596597934,6.105168181,1.559092432,5.07182859,2.470880594,4.261643696,3.980355248,3.5494334,4.022207062,2.256440923,4.915422151,5.365314601,3.175543884,6.975996156,2.621855958,5.26169264,4.11890579,4.851242246,6.140353571,2.043431363,4.831494998,5.393840877,3.466767701,3.500779908,3.655850402,5.480118108,3.839493587,6.841697748,4.666511536,7.317580282,4.6833819,4.252689575,5.664516834,2
143,7.106962511,1.431640503,0,0.096821373,8.83790979,3.817967125,8.679705631,2.064363257,5.037915525,7.510819216,9.416429278,3.856481385,4.552213729,5.227088163,7.502274193,3.053134104,9.110276414,4.203185306,8.406508508,1.414596179,5.458942837,1.688313052,1.798883056,5.620738967,5.228802204,1.605140106,0.900963607,2.041204548,1.227147545,1.52918572,6.774194992,2.98837465,10.6667626,0,0.336157525,1.338090729,6.888790269,3.19923221,8.410565703,4.015054936,8.469874953,1.15071263,4.098934205,0,1.554619546,3.611540949,9.611903816,0,8.570829084,1.154920246,1.790832103,0,2.685229875,0.602247379,0.763399754,2.464817366,5.240180131,4.744541141,8.648205755,1.566807237,1.720707944,1.911859282,5.404641241,6.466591095,4.694544911,7.739624567,3.76064968,6.125579981,1.528611029,6.055728861,4.867375865,10.91279491,0,7.063885359,5.051310936,4.724801279,5.275031473,8.87023078,2.591437747,0.940797174,2.849848561,4.307635628,3.32878671,6.877701657,8.969068716,4.750483015,1.008829156,4.519608876,2.771934124,6.665913806,4.162593064,0,5.488545411,1.563289676,4.99026446,5.890162342,4.694154442,1.442305075,8.824117537,3.230324481,6.033634218,3.464946485,6.614898459,4.216064843,5.846544207,8.140545409,3.339169496,1.837262018,8.079656708,4.202897733,6.663476535,5.298314077,6.175487421,3.964138115,4.418916245,6.386617003,5.750955619,4.784630653,3.654615514,4.399242532,1.161044484,6.847010582,6.097421298,2.231803057,3.510746686,5.430618006,5.361867273,3.375409772,6.408059526,7.009114549,8.233026021,0.096821373,8.176050503,0.611333106,4.579193874,4.876911893,0.982827477,3.669603322,6.0840571,4.096348747,5.508697932,1.155837698,7.44870173,7.259849103,5.459986532,2.333367311,7.773892992,7.329539099,1.532391661,8.45500496,6.927445889,3.06865787,4.464384915,5.478231977,3.979538317,4.675659586,8.423368274,4.400460528,0.950110217,10.70012877,6.509867197,8.483705983,4.175462191,5.139295367,6.601898883,5.040580611,6.892326793,5.372639908,4.777729662,7.201544841,6.923834856,6.406043344,8.029686962,3.034821967,6.452411225,2.00888681,4.37207608,4.368582606,4.314966404,6.276613682,3.793555067,6.278824416,7.430476859,4.847376442,9.953516252,3.597371458,7.266843689,5.625036975,6.344946317,8.570094926,3.455037578,6.83972837,7.538300474,3.675383833,5.321833082,4.689236438,7.095263865,4.881096616,8.803246845,7.130593477,6.932289349,6.423723007,5.296450547,7.94878899,4
144,4.129387912,1.432917636,0.977237292,0,6.485879489,4.952806239,6.821608433,4.045717051,5.950977275,6.305782292,7.43920177,4.534733856,3.073966376,6.271517397,5.601037403,3.630426804,7.172691775,5.235719434,6.021913921,0.559225921,4.340659398,1.90897868,1.62434082,3.635068917,4.177773251,0.186092846,0.056260428,0,0.937743256,0,5.197347196,1.504340784,7.95095324,2.796558425,1.886019605,2.052280681,5.575410583,4.762596694,6.293775787,2.793448819,6.490349775,1.683471229,2.671875426,0,0.929453932,1.801997546,7.546684957,0,6.810608991,0.3566481,0.437475221,0,2.072059083,0.056260428,3.329535333,1.710777278,3.678478582,3.582254317,5.770683183,0,1.635520095,3.590899861,3.921962215,5.44853636,3.199230463,5.190792847,1.843906077,4.969679103,1.056117938,4.713551659,4.19490082,8.575514623,0,5.349329566,3.479844891,3.117624965,3.771296641,7.281962842,1.360187058,0.798174176,2.177837477,3.249813071,1.995361309,6.066678306,6.456530386,4.385593842,2.004778379,3.816545899,0.129496867,4.013993387,5.340927195,0.546072603,3.558013803,2.160396307,3.815516183,4.134075892,2.243650064,1.514851846,6.44638843,2.414421181,4.356134846,2.815653773,5.604308366,1.793556056,3.919447304,6.402224773,3.02493983,3.782862993,5.876823264,3.645936754,5.581357999,4.542310816,4.96220834,4.377134659,4.735178852,3.720084956,5.286961444,2.871019786,3.231946186,3.208253828,0.822391276,4.562344078,4.652782788,1.161919514,2.631215622,4.799829476,3.78486379,1.684553582,4.619768203,4.733880718,5.262334182,0.90544967,5.742433193,1.333238781,2.989618636,3.047190189,0.659989912,3.766287935,4.577560067,2.173838881,4.680009284,1.388759183,5.667172114,5.747160628,3.666391962,1.208538594,5.355711213,5.968701393,1.69097197,6.517392797,5.475110226,1.126946792,3.751923639,4.14110774,3.897747185,2.530991592,6.074579338,2.056458856,1.986305997,8.31553118,4.530706205,6.587508307,3.488757295,3.243312292,4.649955228,4.140149117,4.920500913,4.027072931,2.264128155,5.732677477,8.555354158,3.833754683,5.609620249,1.683704837,4.376577584,2.330947168,3.511956898,2.273761741,1.898672089,5.002089568,1.515535418,4.572661618,5.595447527,4.280956496,7.489710763,3.747245673,5.809440578,3.96455891,4.752240832,6.250282098,1.208427458,4.813863706,6.036541018,3.501857427,3.808921857,4.130282833,5.878067648,3.737714778,6.534548308,5.191494571,5.559828408,5.054046027,4.251190876,6.230230991,6
